id,neighbourhood_group_cleansed,neighbourhood_cleansed,latitude,longitude,room_type,host_is_superhost,price,occupancy_rate,review_scores_rating,availability_365,has_price
13182999,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48521,13.32831,Entire home/apt,Yes,89.0,31.8,4.29,145,True
13200588,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50886,13.44552,Entire home/apt,No,,0.0,4.76,0,False
13215295,Charlottenburg-Wilm.,Barstraße,52.4893,13.31117,Private room,Yes,49.0,69.9,4.94,62,True
13218631,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51184,13.3096,Private room,Yes,53.0,69.9,4.9,14,True
13229967,Neukölln,Reuterstraße,52.48972,13.42674,Private room,No,,0.0,4.5,0,False
13231272,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51435,13.46355,Private room,No,,0.0,4.0,0,False
13231476,Mitte,Wedding Zentrum,52.55135,13.37948,Private room,Yes,60.0,69.9,4.86,30,True
13237539,Neukölln,Rixdorf,52.47218,13.45021,Entire home/apt,No,,0.0,4.88,0,False
13242488,Mitte,Alexanderplatz,52.50559,13.41225,Entire home/apt,Yes,110.0,0.0,4.9,180,True
13243503,Pankow,Pankow Süd,52.5651,13.4128,Private room,Yes,64.0,69.0,4.95,66,True
13254923,Charlottenburg-Wilm.,Halensee,52.49398,13.29505,Entire home/apt,Yes,135.0,69.9,4.84,219,True
13256017,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49156,13.37725,Private room,Yes,59.0,69.9,4.95,51,True
13259790,Neukölln,Neuköllner Mitte/Zentrum,52.48175,13.43109,Private room,No,,0.0,4.58,0,False
13271837,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51681,13.44535,Entire home/apt,No,,0.0,,0,False
13272210,Neukölln,Neuköllner Mitte/Zentrum,52.47675,13.43732,Private room,No,,0.0,5.0,0,False
13276162,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.42371,13.20361,Entire home/apt,No,,10.4,4.83,249,False
13277599,Tempelhof - Schöneberg,Tempelhof,52.45621,13.38277,Private room,No,,0.0,5.0,0,False
13284344,Treptow - Köpenick,Oberschöneweide,52.46097,13.51984,Entire home/apt,No,86.0,6.8,4.3,10,True
13295626,Neukölln,Rixdorf,52.47274,13.44551,Private room,No,,3.8,4.81,0,False
13307567,Lichtenberg,Karlshorst,52.47871,13.51488,Entire home/apt,No,152.0,0.0,5.0,246,True
13320037,Mitte,Alexanderplatz,52.52874,13.38034,Entire home/apt,Yes,318.0,69.9,4.95,237,True
13326488,Pankow,Prenzlauer Berg Südwest,52.5358,13.42041,Entire home/apt,No,53.0,0.0,5.0,0,True
13331342,Pankow,Weißensee,52.5557,13.43748,Entire home/apt,No,280.0,6.8,4.94,14,True
13336061,Neukölln,Neuköllner Mitte/Zentrum,52.48144,13.42575,Entire home/apt,No,95.0,0.0,4.9,365,True
13345985,Steglitz - Zehlendorf,Schloßstr.,52.46407,13.31102,Private room,No,,34.5,4.91,34,False
13351032,Pankow,Prenzlauer Berg Süd,52.53778,13.42684,Entire home/apt,No,,0.0,5.0,0,False
13357121,Mitte,Brunnenstr. Süd,52.53252020314492,13.4052094061561,Entire home/apt,Yes,119.0,69.9,4.71,235,True
13358868,Treptow - Köpenick,Grünau,52.42640988461098,13.568091563779747,Private room,Yes,38.0,69.9,4.79,114,True
13365300,Pankow,Prenzlauer Berg Ost,52.52555,13.45582,Entire home/apt,No,,0.0,4.83,0,False
13388400,Pankow,Prenzlauer Berg Süd,52.53034,13.43211,Private room,No,,0.0,,0,False
13390171,Treptow - Köpenick,Alt  Treptow,52.49461,13.44598,Private room,No,,0.0,4.0,0,False
13407545,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51808,13.43038,Private room,Yes,,69.9,4.97,0,False
13415633,Mitte,Alexanderplatz,52.53726,13.37375,Entire home/apt,No,,6.8,4.74,0,False
13448959,Mitte,Brunnenstr. Süd,52.53222,13.3914,Entire home/apt,No,,0.0,5.0,0,False
13449036,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50412,13.41618,Entire home/apt,No,300.0,6.8,4.96,17,True
13486922,Neukölln,Rixdorf,52.47902,13.44875,Entire home/apt,No,100.0,0.0,4.07,29,True
13499862,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51112,13.44994,Entire home/apt,No,,0.0,5.0,0,False
13500787,Tempelhof - Schöneberg,Tempelhof,52.45781,13.39177,Entire home/apt,No,,0.0,5.0,0,False
13507504,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52241,13.45147,Entire home/apt,Yes,131.0,69.9,4.63,349,True
13508386,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52241,13.45147,Entire home/apt,Yes,208.0,69.9,4.61,333,True
13522714,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52268,13.45381,Private room,No,,0.0,5.0,0,False
13529739,Pankow,Prenzlauer Berg Nord,52.55264,13.42564,Entire home/apt,No,,0.0,5.0,0,False
13542344,Tempelhof - Schöneberg,Tempelhof,52.4555778503418,13.380755424499512,Private room,Yes,,38.4,4.91,0,False
13554198,Tempelhof - Schöneberg,Schöneberg-Nord,52.49633,13.34968,Private room,No,75.0,24.1,4.89,363,True
13559199,Pankow,Prenzlauer Berg Südwest,52.53802,13.41835,Entire home/apt,Yes,77.0,69.9,4.64,256,True
13574153,Pankow,Prenzlauer Berg Südwest,52.53724,13.41433,Entire home/apt,No,,0.0,5.0,0,False
13581794,Neukölln,Neuköllner Mitte/Zentrum,52.47601,13.43022,Entire home/apt,No,106.0,10.4,4.88,116,True
13593507,Tempelhof - Schöneberg,Tempelhof,52.46824,13.38998,Entire home/apt,Yes,423.0,0.0,4.93,240,True
13593823,Pankow,Prenzlauer Berg Süd,52.53122,13.42263,Private room,No,80.0,69.9,4.89,341,True
13595798,Neukölln,Reuterstraße,52.48465,13.43662,Private room,No,,0.0,,0,False
13612707,Pankow,Prenzlauer Berg Südwest,52.5298,13.40785,Entire home/apt,No,,0.0,5.0,0,False
13640248,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48684,13.37901,Private room,No,92.0,20.8,4.95,22,True
13648303,Lichtenberg,Alt-Lichtenberg,52.51323,13.49041,Private room,No,,0.0,4.5,0,False
13651040,Mitte,Alexanderplatz,52.51024,13.41684,Entire home/apt,Yes,241.0,69.9,4.89,192,True
13663197,Mitte,Alexanderplatz,52.51024,13.41684,Entire home/apt,Yes,241.0,69.9,4.89,213,True
13666450,Tempelhof - Schöneberg,Tempelhof,52.46866,13.38938,Entire home/apt,Yes,662.0,69.9,4.93,257,True
13668880,Mitte,Moabit West,52.53118,13.34138,Entire home/apt,No,85.0,0.0,4.49,364,True
13669087,Mitte,Moabit West,52.53112,13.33979,Entire home/apt,No,,0.0,4.47,183,False
13669202,Mitte,Moabit West,52.53127,13.34039,Entire home/apt,No,90.0,0.0,4.55,269,True
13686332,Mitte,Wedding Zentrum,52.54243,13.3547,Entire home/apt,No,,0.0,5.0,0,False
13692216,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51876,13.43705,Private room,No,,0.0,,0,False
13696347,Lichtenberg,Frankfurter Allee Süd,52.50736,13.4759,Entire home/apt,Yes,,0.0,4.93,0,False
13697965,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50463,13.37896,Private room,Yes,54.0,69.9,4.86,215,True
13704364,Mitte,Tiergarten Süd,52.50213,13.3571,Private room,Yes,62.0,10.4,4.74,78,True
13704730,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51943,13.45537,Private room,No,,0.0,4.67,0,False
13706588,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51527,13.4621,Private room,Yes,68.0,69.9,4.71,62,True
13706958,Tempelhof - Schöneberg,Schöneberg-Süd,52.48132,13.34834,Entire home/apt,No,,0.0,4.77,0,False
13711603,Pankow,Prenzlauer Berg Ost,52.53491,13.43944,Entire home/apt,Yes,162.0,69.9,4.96,30,True
13717143,Lichtenberg,Neu Lichtenberg,52.50227,13.48134,Entire home/apt,No,162.0,24.1,4.97,11,True
13728898,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49943,13.414,Entire home/apt,No,,0.0,5.0,0,False
13737022,Neukölln,Rudow,52.41253,13.50654,Private room,Yes,40.0,61.4,4.83,345,True
13739449,Mitte,Alexanderplatz,52.50999,13.41652,Entire home/apt,Yes,243.0,69.9,4.9,198,True
13742851,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51324,13.45448,Private room,No,,0.0,,0,False
13742979,Neukölln,Köllnische Heide,52.46955,13.45443,Entire home/apt,No,126.0,69.9,4.4,342,True
13746394,Charlottenburg-Wilm.,Wiesbadener Straße,52.47341,13.31587,Private room,No,129.0,6.8,4.38,357,True
13755615,Mitte,Alexanderplatz,52.51024,13.41684,Entire home/apt,Yes,201.0,69.9,4.88,200,True
13757236,Reinickendorf,Ost 1,52.56091,13.36576,Entire home/apt,No,120.0,0.0,,288,True
13760375,Mitte,Alexanderplatz,52.50999,13.41652,Entire home/apt,Yes,201.0,69.9,4.81,242,True
13761071,Mitte,Alexanderplatz,52.51024,13.41684,Entire home/apt,Yes,241.0,69.9,4.87,209,True
13763834,Neukölln,Schillerpromenade,52.46864,13.42746,Entire home/apt,No,,0.0,4.82,0,False
13764166,Charlottenburg-Wilm.,Mierendorffplatz,52.52583,13.30975,Private room,No,,0.0,5.0,0,False
13766175,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50417,13.41549,Entire home/apt,No,,0.0,5.0,0,False
13773041,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51236,13.30063,Private room,No,,0.0,,0,False
13775127,Treptow - Köpenick,Plänterwald,52.48601,13.46387,Entire home/apt,No,,0.0,4.59,0,False
13780319,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48995,13.39508,Entire home/apt,No,846.0,0.0,,263,True
13781440,Steglitz - Zehlendorf,Lankwitz,52.43059,13.36535,Entire home/apt,No,,0.0,5.0,0,False
13787199,Mitte,Moabit West,52.51803,13.33188,Private room,No,,3.6,4.82,0,False
13791138,Lichtenberg,Alt-Lichtenberg,52.51638,13.48173,Entire home/apt,No,,0.0,,0,False
13791583,Tempelhof - Schöneberg,Mariendorf,52.44344,13.37611,Entire home/apt,No,,0.0,,0,False
13791895,Tempelhof - Schöneberg,Schöneberg-Süd,52.48325,13.34749,Entire home/apt,No,,0.0,,0,False
13798286,Tempelhof - Schöneberg,Schöneberg-Nord,52.49139,13.36852,Private room,Yes,73.0,44.9,4.83,352,True
13804335,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52006,13.44441,Entire home/apt,No,96.0,0.0,,173,True
13806773,Steglitz - Zehlendorf,Schloßstr.,52.46476,13.31305,Private room,No,,34.5,4.97,1,False
13812048,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51739,13.46123,Entire home/apt,No,,0.0,5.0,0,False
13812209,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49775,13.46641,Entire home/apt,Yes,107.0,69.9,4.6,6,True
13812886,Neukölln,Rixdorf,52.47912,13.44566,Private room,No,,0.0,,0,False
13838662,Mitte,Regierungsviertel,52.51039,13.39764,Entire home/apt,No,130.0,69.9,4.79,28,True
13842264,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50877,13.4733,Private room,No,,0.0,4.5,0,False
13845137,Neukölln,Rixdorf,52.48169,13.45183,Entire home/apt,No,,0.0,4.0,0,False
13857894,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51816,13.45592,Entire home/apt,No,162.0,0.0,4.23,212,True
13868134,Neukölln,Neuköllner Mitte/Zentrum,52.48537,13.42459,Entire home/apt,Yes,570.0,69.9,4.91,322,True
13869872,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52324,13.45047,Private room,No,,0.0,,0,False
13870932,Neukölln,Reuterstraße,52.48711,13.43646,Private room,No,,0.0,5.0,0,False
13872278,Charlottenburg-Wilm.,Westend,52.51436,13.26465,Entire home/apt,Yes,130.0,20.8,4.98,160,True
13873710,Pankow,Helmholtzplatz,52.54476,13.41869,Entire home/apt,No,,0.0,5.0,0,False
13875477,Neukölln,Reuterstraße,52.49076,13.43185,Entire home/apt,No,70.0,0.0,,363,True
13877081,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49356,13.41113,Entire home/apt,No,,0.0,5.0,0,False
13877487,Charlottenburg-Wilm.,Westend,52.51408,13.25612,Entire home/apt,No,,0.0,,0,False
13879500,Neukölln,Schillerpromenade,52.47244,13.42364,Entire home/apt,No,,0.0,4.59,89,False
13880858,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49286,13.38046,Entire home/apt,No,,0.0,4.89,0,False
13880894,Neukölln,Rixdorf,52.47481,13.45156,Private room,No,,0.0,5.0,0,False
13887432,Tempelhof - Schöneberg,Schöneberg-Nord,52.49248,13.36784,Private room,No,,0.0,5.0,0,False
13893621,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51917,13.46819,Entire home/apt,Yes,117.0,69.9,4.88,346,True
13897718,Neukölln,Rixdorf,52.47232,13.45005,Entire home/apt,No,,0.0,4.73,0,False
13903254,Pankow,Weißensee,52.54973,13.45852,Private room,No,,0.0,4.83,0,False
13909255,Neukölln,Schillerpromenade,52.47314,13.4265,Entire home/apt,No,,0.0,4.5,0,False
13910233,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49198,13.43918,Entire home/apt,No,,10.4,4.83,5,False
13940806,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50233,13.42652,Private room,No,,0.0,4.6,0,False
13951102,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49347,13.41657,Private room,No,,0.0,5.0,0,False
13951597,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51499,13.46376,Private room,No,,0.0,,0,False
13956704,Charlottenburg-Wilm.,Kurfürstendamm,52.50277,13.31815,Entire home/apt,No,,0.0,,0,False
13970007,Neukölln,Köllnische Heide,52.47233,13.45579,Private room,No,,0.0,5.0,0,False
13974134,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51447,13.44036,Private room,No,,0.0,,0,False
13984283,Neukölln,Rixdorf,52.47363,13.45315,Private room,No,,0.0,4.71,0,False
13987234,Neukölln,Britz,52.44816,13.43659,Entire home/apt,No,,0.0,4.8,0,False
13991862,Marzahn - Hellersdorf,Biesdorf,52.50921030844959,13.548126524507325,Private room,No,29.0,69.9,4.5,272,True
13993559,Mitte,Regierungsviertel,52.50881,13.39074,Entire home/apt,No,,0.0,4.94,0,False
13999478,Pankow,Prenzlauer Berg Ost,52.54201,13.44386,Entire home/apt,No,,0.0,4.55,0,False
14003724,Neukölln,Neuköllner Mitte/Zentrum,52.48216,13.42635,Private room,No,,0.0,,0,False
14006084,Neukölln,Rixdorf,52.47423,13.44949,Private room,No,,0.0,4.0,0,False
14006299,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50865,13.44577,Private room,Yes,68.0,69.9,4.91,40,True
14007310,Lichtenberg,Friedrichsfelde Nord,52.51115,13.50255,Private room,No,,0.0,,0,False
14009998,Mitte,Wedding Zentrum,52.55321,13.38177,Private room,No,,0.0,,0,False
14015930,Charlottenburg-Wilm.,Halensee,52.49832,13.29251,Entire home/apt,No,53.0,0.0,5.0,271,True
14023233,Pankow,Helmholtzplatz,52.54142,13.41864,Private room,No,,0.0,5.0,0,False
14025422,Pankow,Prenzlauer Berg Nord,52.54255,13.43893,Entire home/apt,Yes,172.0,48.2,4.84,318,True
14039547,Mitte,Brunnenstr. Nord,52.54088,13.39802,Entire home/apt,No,,0.0,4.75,0,False
14053917,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51669,13.47349,Entire home/apt,Yes,,17.3,4.88,0,False
14063116,Neukölln,Reuterstraße,52.48217,13.43815,Private room,No,,0.0,5.0,0,False
14080384,Pankow,Weißensee,52.54934,13.46074,Private room,No,,0.0,5.0,0,False
14089858,Mitte,Regierungsviertel,52.51136,13.39806,Entire home/apt,No,176.0,3.6,4.97,262,True
14104670,Neukölln,Rixdorf,52.47314,13.45211,Private room,No,,0.0,5.0,0,False
14105788,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51343,13.45319,Private room,No,,0.0,4.0,0,False
14106866,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52349,13.45035,Private room,No,,0.0,4.67,0,False
14116778,Steglitz - Zehlendorf,Albrechtstr.,52.45206,13.31907,Private room,No,,0.0,,0,False
14117749,Neukölln,Reuterstraße,52.48759,13.4375,Private room,No,45.0,0.0,5.0,363,True
14135015,Pankow,Helmholtzplatz,52.54435,13.41641,Entire home/apt,No,,0.0,,0,False
14146962,Lichtenberg,Alt-Lichtenberg,52.51317,13.4972,Entire home/apt,No,,0.0,4.0,0,False
14152252,Pankow,Prenzlauer Berg Südwest,52.53156,13.41532,Entire home/apt,No,,0.0,,0,False
14159874,Charlottenburg-Wilm.,Halensee,52.49829,13.29253,Entire home/apt,No,67.0,0.0,5.0,365,True
14163014,Neukölln,Rixdorf,52.47442,13.44837,Entire home/apt,No,,0.0,4.71,0,False
14173141,Neukölln,Schillerpromenade,52.47487,13.42391,Private room,No,,0.0,4.5,0,False
14191082,Mitte,Alexanderplatz,52.52451,13.40452,Entire home/apt,Yes,213.0,69.9,4.97,5,True
14195933,Mitte,Wedding Zentrum,52.5533,13.36729,Private room,No,,0.0,,0,False
14201780,Lichtenberg,Frankfurter Allee Süd,52.50407,13.48444,Private room,No,,0.0,5.0,0,False
14208635,Charlottenburg-Wilm.,Kurfürstendamm,52.50083,13.33499,Entire home/apt,No,,0.0,4.8,0,False
14211497,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51581,13.46564,Private room,No,,0.0,,0,False
14218009,Neukölln,Neuköllner Mitte/Zentrum,52.46925,13.43396,Entire home/apt,No,,0.0,4.75,0,False
14218434,Pankow,Helmholtzplatz,52.54066,13.41692,Entire home/apt,No,,0.0,4.91,0,False
14228442,Charlottenburg-Wilm.,Neue Kantstraße,52.50768,13.30235,Entire home/apt,No,,0.0,4.79,257,False
14242851,Neukölln,Rixdorf,52.47855,13.4492,Private room,No,,0.0,5.0,0,False
14243394,Pankow,Pankow Zentrum,52.56524,13.40339,Entire home/apt,No,,0.0,5.0,0,False
14257495,Mitte,Brunnenstr. Süd,52.53118,13.40528,Private room,Unknown,55.0,69.9,4.91,52,True
14259993,Pankow,Blankenburg/Heinersdorf/Märchenland,52.59546,13.45603,Private room,Yes,40.0,69.9,4.97,231,True
14264645,Neukölln,Neuköllner Mitte/Zentrum,52.47228,13.43388,Entire home/apt,No,,0.0,4.92,0,False
14271096,Mitte,Tiergarten Süd,52.50515,13.34505,Entire home/apt,No,50.0,0.0,4.68,254,True
14289217,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49882,13.44004,Private room,No,,0.0,4.2,0,False
14298327,Pankow,Weißensee,52.55711,13.46602,Private room,No,,0.0,4.75,0,False
14306417,Treptow - Köpenick,Baumschulenweg,52.46604,13.48825,Entire home/apt,No,117.0,13.7,4.91,74,True
14309900,Tempelhof - Schöneberg,Tempelhof,52.45883,13.37776,Entire home/apt,Yes,89.0,63.6,4.43,138,True
14311547,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49388,13.4338,Private room,Yes,72.0,62.2,4.93,65,True
14312400,Steglitz - Zehlendorf,Drakestr.,52.43306,13.28069,Private room,No,45.0,0.0,4.97,363,True
14312606,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48686,13.32818,Entire home/apt,Yes,69.0,47.7,4.83,139,True
14314574,Mitte,Moabit Ost,52.5339,13.35175,Entire home/apt,Yes,306.0,69.9,4.91,239,True
14317576,Neukölln,Rixdorf,52.48422,13.45549,Private room,No,49.0,6.8,5.0,78,True
14318884,Neukölln,Schillerpromenade,52.4742,13.42266,Private room,Yes,85.0,69.9,4.98,249,True
14326767,Neukölln,Neuköllner Mitte/Zentrum,52.48035,13.42694,Entire home/apt,No,,3.6,5.0,0,False
14327015,Mitte,Moabit Ost,52.5337,13.3515,Entire home/apt,Yes,286.0,69.9,4.96,273,True
14332936,Neukölln,Reuterstraße,52.48579,13.43224,Entire home/apt,No,,0.0,4.92,0,False
14333714,Mitte,Moabit Ost,52.5337,13.3515,Entire home/apt,Yes,328.0,69.9,4.89,282,True
14335678,Mitte,Moabit Ost,52.5337,13.3515,Entire home/apt,Yes,296.0,69.9,4.92,312,True
14338594,Tempelhof - Schöneberg,Schöneberg-Süd,52.48576,13.35768,Entire home/apt,No,,0.0,5.0,0,False
14365073,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49597,13.42632,Private room,No,65.0,27.7,4.7,22,True
14365180,Neukölln,Rixdorf,52.4865,13.44696,Entire home/apt,No,88.0,15.3,4.91,6,True
14368620,Tempelhof - Schöneberg,Schöneberg-Nord,52.49945,13.34352,Entire home/apt,Yes,216.0,69.9,4.92,53,True
14381251,Tempelhof - Schöneberg,Schöneberg-Süd,52.48004,13.34429,Entire home/apt,No,157.0,55.3,4.7,164,True
14386732,Neukölln,Reuterstraße,52.49099,13.42516,Entire home/apt,No,,0.0,4.0,0,False
14396012,Mitte,Brunnenstr. Süd,52.5379,13.398,Entire home/apt,No,,0.0,,0,False
14397637,Charlottenburg-Wilm.,Kurfürstendamm,52.50202,13.32868,Private room,No,,0.0,4.57,0,False
14408793,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49305,13.43721,Private room,No,,0.0,5.0,0,False
14411291,Pankow,Weißensee,52.54952,13.45426,Entire home/apt,No,,0.0,4.8,0,False
14411608,Mitte,Moabit Ost,52.535,13.34887,Entire home/apt,No,67.0,0.0,4.12,364,True
14424131,Pankow,Prenzlauer Berg Nord,52.55119,13.42181,Private room,Yes,,10.4,4.8,0,False
14435290,Pankow,Prenzlauer Berg Nordwest,52.54254,13.40883,Entire home/apt,No,152.0,10.4,4.77,248,True
14443689,Tempelhof - Schöneberg,Tempelhof,52.46213,13.3769,Private room,No,,0.0,5.0,0,False
14470451,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51878,13.45336,Private room,No,,0.0,4.8,0,False
14481572,Pankow,Weißensee,52.55245,13.4572,Entire home/apt,No,75.0,3.6,4.84,150,True
14498910,Mitte,Moabit Ost,52.53324,13.3513,Private room,No,,0.0,,0,False
14511949,Neukölln,Reuterstraße,52.48166,13.43491,Entire home/apt,No,,0.0,5.0,0,False
14519469,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49914,13.43436,Entire home/apt,No,289.0,13.7,4.84,179,True
14532399,Steglitz - Zehlendorf,Ostpreußendamm,52.4354,13.32174,Private room,No,,0.0,5.0,0,False
14534488,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5015345,13.4563658,Private room,No,68.0,20.8,5.0,68,True
14548616,Pankow,Prenzlauer Berg Ost,52.53772,13.43764,Private room,No,,0.0,4.91,0,False
14558847,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51036,13.45714,Private room,No,55.0,6.8,4.88,2,True
14574834,Lichtenberg,Neu Lichtenberg,52.50905,13.50392,Entire home/apt,No,112.0,24.1,4.51,8,True
14583851,Lichtenberg,Neu Lichtenberg,52.50535,13.47869,Entire home/apt,No,,0.0,4.8,0,False
14588206,Mitte,Tiergarten Süd,52.50221,13.36164,Entire home/apt,No,273.0,69.9,4.66,285,True
14593498,Mitte,Tiergarten Süd,52.50072,13.36721,Private room,No,,0.0,4.67,0,False
14604795,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49005,13.39899,Entire home/apt,No,48.0,0.0,4.5,285,True
14618013,Mitte,Moabit West,52.53129,13.34033,Entire home/apt,No,149.0,0.0,4.6,269,True
14619469,Steglitz - Zehlendorf,Ostpreußendamm,52.41796,13.33055,Entire home/apt,No,80.0,38.1,4.74,239,True
14648612,Neukölln,Rixdorf,52.48523,13.45119,Entire home/apt,No,82.0,55.3,4.67,162,True
14649359,Mitte,Regierungsviertel,52.51267,13.40171,Entire home/apt,No,60.0,0.0,4.33,365,True
14649703,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497658,13.425216,Entire home/apt,Yes,218.0,69.9,4.82,206,True
14661144,Mitte,Alexanderplatz,52.52916,13.39712,Private room,No,,0.0,4.5,0,False
14664026,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50164,13.42098,Entire home/apt,No,,0.0,4.2,0,False
14666005,Mitte,Alexanderplatz,52.51885,13.40964,Private room,No,75.0,0.0,4.71,180,True
14666168,Reinickendorf,West 1,52.57441,13.28101,Private room,Yes,60.0,48.2,4.91,175,True
14669503,Pankow,Pankow Zentrum,52.56182,13.39824,Entire home/apt,No,,0.0,4.81,0,False
14692920,Lichtenberg,Neu Lichtenberg,52.50859,13.50501,Entire home/apt,No,105.0,20.8,4.64,72,True
14701391,Charlottenburg-Wilm.,Westend,52.51596,13.26869,Entire home/apt,No,229.0,0.0,4.82,335,True
14713928,Tempelhof - Schöneberg,Schöneberg-Süd,52.48548,13.34123,Entire home/apt,No,,0.0,4.91,203,False
14723762,Pankow,Prenzlauer Berg Südwest,52.53358,13.42083,Entire home/apt,No,,0.0,4.4,0,False
14736577,Charlottenburg-Wilm.,Kurfürstendamm,52.50452,13.31904,Private room,Yes,97.0,69.9,4.98,43,True
14742206,Treptow - Köpenick,Köpenick-Süd,52.427811,13.58347,Entire home/apt,No,40.0,0.0,4.6,358,True
14778320,Mitte,Wedding Zentrum,52.53968,13.35274,Entire home/apt,No,,23.0,5.0,0,False
14793841,Pankow,Helmholtzplatz,52.54367,13.41521,Entire home/apt,No,40.0,50.4,4.87,248,True
14795425,Steglitz - Zehlendorf,Schloßstr.,52.46202,13.30721,Entire home/apt,No,244.0,3.6,4.93,65,True
14804266,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4935302734375,13.401280403137209,Entire home/apt,Yes,111.0,69.9,4.85,32,True
14821247,Neukölln,Schillerpromenade,52.47731,13.42394,Entire home/apt,No,110.0,0.0,5.0,189,True
14829530,Neukölln,Neuköllner Mitte/Zentrum,52.48353,13.42912,Private room,No,,69.9,4.4,0,False
14830468,Treptow - Köpenick,Plänterwald,52.48883,13.46125,Private room,No,,0.0,5.0,0,False
14830887,Neukölln,Neuköllner Mitte/Zentrum,52.48353,13.42912,Private room,No,,62.2,4.52,0,False
14831190,Neukölln,Neuköllner Mitte/Zentrum,52.48353,13.42912,Private room,No,,58.6,4.5,0,False
14839691,Neukölln,Rudow,52.41285,13.50623,Private room,Yes,40.0,23.0,4.9,258,True
14850088,Pankow,Prenzlauer Berg Ost,52.53677,13.43624,Private room,No,,0.0,4.5,0,False
14864073,Mitte,Brunnenstr. Süd,52.53361,13.40049,Entire home/apt,No,,0.0,4.75,0,False
14865350,Mitte,Moabit Ost,52.5326,13.35215,Entire home/apt,Yes,207.0,69.9,4.96,274,True
14872009,Mitte,Alexanderplatz,52.50676,13.41224,Entire home/apt,No,65.0,69.9,5.0,288,True
14878503,Lichtenberg,Friedrichsfelde Süd,52.49762,13.51272,Private room,No,50.0,41.4,4.97,93,True
14897271,Neukölln,Reuterstraße,52.49247,13.42885,Entire home/apt,No,,0.0,4.9,0,False
14906316,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48566,13.32617,Entire home/apt,Yes,159.0,15.9,4.0,103,True
14908272,Treptow - Köpenick,Alt  Treptow,52.48929,13.45374,Entire home/apt,No,,0.0,5.0,0,False
14914583,Mitte,Wedding Zentrum,52.55595,13.37343,Private room,No,38.0,0.0,5.0,173,True
