id,neighbourhood_group_cleansed,neighbourhood_cleansed,latitude,longitude,room_type,host_is_superhost,price,occupancy_rate,review_scores_rating,availability_365,has_price
3176,Pankow,Prenzlauer Berg Südwest,52.53471,13.4181,Entire home/apt,No,105.0,69.0,4.63,140,True
9991,Pankow,Prenzlauer Berg Südwest,52.53269,13.41805,Entire home/apt,No,135.0,0.0,5.0,241,True
14325,Pankow,Prenzlauer Berg Nordwest,52.54813,13.40366,Entire home/apt,No,75.0,0.0,4.68,168,True
17904,Neukölln,Reuterstraße,52.49419,13.42166,Entire home/apt,No,32.0,51.0,4.77,72,True
20858,Pankow,Prenzlauer Berg Südwest,52.53711,13.40888,Entire home/apt,No,202.0,13.7,4.48,253,True
22438,Mitte,Brunnenstr. Süd,52.53408,13.38871,Entire home/apt,No,,0.0,4.7,147,False
22677,Mitte,Brunnenstr. Süd,52.53355,13.40476,Entire home/apt,Yes,152.0,69.9,4.81,321,True
23834,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49134,13.37975,Entire home/apt,No,65.0,0.0,4.37,0,True
26543,Pankow,Helmholtzplatz,52.54419,13.41956,Entire home/apt,No,260.0,0.0,4.66,365,True
28156,Pankow,Prenzlauer Berg Nordwest,52.54804,13.40349,Entire home/apt,No,70.0,0.0,4.66,166,True
30295,Pankow,Helmholtzplatz,52.54596,13.42291,Entire home/apt,Yes,172.0,69.9,4.8,277,True
34854,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49546,13.30858,Entire home/apt,Yes,60.0,69.9,5.0,116,True
37004,Tempelhof - Schöneberg,Schöneberg-Nord,52.49376,13.36408,Private room,No,60.0,7.7,4.74,54,True
37554,Mitte,Regierungsviertel,52.50906,13.39374,Entire home/apt,No,,0.0,4.38,0,False
37836,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4987,13.44041,Private room,Yes,,3.6,4.53,0,False
41217,Pankow,Prenzlauer Berg Südwest,52.5378,13.41287,Private room,No,,0.0,4.71,0,False
42487,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49661,13.44038,Private room,Yes,54.0,51.8,4.84,83,True
42809,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51099,13.45642,Entire home/apt,Yes,200.0,49.3,4.91,85,True
55853,Charlottenburg-Wilm.,Neue Kantstraße,52.50469,13.29409,Entire home/apt,No,54.0,69.9,4.82,165,True
57049,Pankow,Prenzlauer Berg Nordwest,52.54758,13.40632,Entire home/apt,Yes,290.0,48.2,4.93,129,True
58780,Pankow,Prenzlauer Berg Süd,52.53572,13.42739,Entire home/apt,Yes,240.0,69.9,4.83,345,True
64014,Mitte,Brunnenstr. Nord,52.54059,13.40301,Entire home/apt,No,282.0,10.4,4.8,52,True
64245,Pankow,Prenzlauer Berg Nordwest,52.54994,13.406019,Private room,Yes,,38.1,4.95,1,False
64590,Neukölln,Reuterstraße,52.49337,13.42555,Entire home/apt,Yes,144.0,62.2,4.99,69,True
68448,Pankow,Prenzlauer Berg Nord,52.55004,13.41518,Entire home/apt,Yes,137.0,69.9,4.64,343,True
69780,Pankow,Prenzlauer Berg Nordwest,52.5488,13.40425,Entire home/apt,No,106.0,69.9,5.0,255,True
80843,Charlottenburg-Wilm.,Schmargendorf,52.48074,13.28903,Entire home/apt,Yes,99.0,41.4,4.95,27,True
81081,Pankow,Prenzlauer Berg Nord,52.55064,13.41466,Entire home/apt,Yes,68.0,69.9,4.93,83,True
83614,Pankow,Helmholtzplatz,52.54720260822955,13.416090488433827,Entire home/apt,Yes,293.0,27.7,4.87,319,True
85560,Mitte,Alexanderplatz,52.53036,13.38137,Entire home/apt,No,94.0,69.9,4.74,279,True
86090,Pankow,Prenzlauer Berg Nord,52.54715,13.42657,Entire home/apt,Yes,175.0,69.9,4.89,325,True
89102,Pankow,Prenzlauer Berg Südwest,52.54048,13.41087,Entire home/apt,Yes,131.0,6.8,4.8,0,True
115576,Pankow,Blankenfelde/Niederschönhausen,52.58178,13.3962,Entire home/apt,Yes,95.0,31.0,4.96,309,True
117649,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49989,13.4448,Entire home/apt,No,58.0,0.0,4.72,207,True
127708,Mitte,Alexanderplatz,52.52536,13.40488,Entire home/apt,Yes,113.0,69.9,4.83,285,True
128827,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50894,13.46075,Entire home/apt,No,136.0,0.0,4.88,35,True
135097,Tempelhof - Schöneberg,Schöneberg-Nord,52.49944,13.34685,Entire home/apt,Yes,165.0,69.9,4.45,365,True
145249,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51604,13.46059,Private room,No,,62.2,4.67,0,False
147339,Tempelhof - Schöneberg,Schöneberg-Süd,52.48033,13.3609,Entire home/apt,Yes,100.0,69.9,4.9,313,True
151249,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49681,13.41758,Entire home/apt,No,75.0,27.7,4.43,58,True
159454,Charlottenburg-Wilm.,Wiesbadener Straße,52.47844,13.30973,Entire home/apt,No,185.0,0.0,4.88,365,True
162111,Neukölln,Rixdorf,52.47705,13.44574,Private room,No,,0.0,4.93,0,False
163287,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49295,13.39657,Entire home/apt,Yes,,50.4,4.82,12,False
168615,Pankow,Blankenburg/Heinersdorf/Märchenland,52.58045,13.44398,Entire home/apt,Yes,49.0,31.0,4.92,298,True
173153,Mitte,Alexanderplatz,52.52889,13.40726,Entire home/apt,No,80.0,0.0,4.81,265,True
174391,Mitte,Brunnenstr. Süd,52.52959,13.39763,Private room,No,,0.0,,0,False
174547,Mitte,Alexanderplatz,52.51107,13.41645,Entire home/apt,No,,0.0,4.71,0,False
174560,Mitte,Alexanderplatz,52.51112,13.41596,Entire home/apt,No,,0.0,4.71,0,False
174576,Mitte,Alexanderplatz,52.51101,13.41584,Entire home/apt,No,,0.0,4.66,0,False
174579,Mitte,Alexanderplatz,52.50898,13.41535,Entire home/apt,No,,0.0,4.66,0,False
176342,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50254,13.39134,Entire home/apt,Yes,340.0,69.9,4.81,309,True
179102,Pankow,Pankow Zentrum,52.57051,13.39872,Entire home/apt,Yes,237.0,41.4,4.83,167,True
180440,Charlottenburg-Wilm.,Neue Kantstraße,52.499,13.30171,Entire home/apt,No,65.0,50.4,4.83,363,True
186851,Tempelhof - Schöneberg,Schöneberg-Nord,52.49281,13.34951,Entire home/apt,No,45.0,0.0,4.66,235,True
188922,Pankow,Prenzlauer Berg Südwest,52.53243,13.41645,Entire home/apt,No,,0.0,4.31,0,False
189288,Pankow,Prenzlauer Berg Ost,52.53822,13.45771,Entire home/apt,No,120.0,0.0,4.75,364,True
190448,Neukölln,Buckow Nord,52.43973,13.46044,Entire home/apt,Yes,67.0,24.1,4.75,235,True
191023,Mitte,Alexanderplatz,52.51398,13.40711,Private room,No,,0.0,4.73,0,False
194374,Lichtenberg,Karlshorst,52.4766,13.50838,Entire home/apt,No,118.0,6.8,4.15,338,True
198239,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50301,13.41506,Private room,Yes,110.0,0.0,4.6,133,True
198584,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49713,13.32525,Private room,No,50.0,0.0,4.67,301,True
205296,Neukölln,Rudow,52.41363,13.50172,Entire home/apt,No,100.0,0.0,4.33,357,True
207740,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50035,13.43736,Entire home/apt,No,,0.0,5.0,0,False
208495,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51399,13.46324,Entire home/apt,No,,0.0,,0,False
212470,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49757,13.38215,Private room,No,,0.0,4.75,0,False
214518,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.5189,13.3009,Private room,No,44.0,38.1,4.54,228,True
220445,Charlottenburg-Wilm.,Mierendorffplatz,52.52545,13.29847,Entire home/apt,Yes,84.0,69.9,4.84,172,True
221015,Mitte,Wedding Zentrum,52.54223,13.35284,Entire home/apt,Yes,112.0,69.9,4.81,85,True
222784,Mitte,Moabit West,52.52875,13.34062,Entire home/apt,No,49.0,50.4,4.73,305,True
225639,Neukölln,Reuterstraße,52.48609,13.43662,Entire home/apt,No,107.0,7.7,4.45,35,True
229099,Treptow - Köpenick,Altglienicke,52.40484,13.53339,Private room,No,,3.6,4.94,0,False
229348,Mitte,Moabit Ost,52.52067184448242,13.341280937194824,Entire home/apt,No,106.0,51.8,4.63,335,True
229363,Mitte,Moabit Ost,52.52147674560547,13.342495918273926,Entire home/apt,No,106.0,44.9,4.5,319,True
229776,Mitte,Alexanderplatz,52.52861,13.40527,Private room,Yes,60.0,69.9,4.91,22,True
230611,Tempelhof - Schöneberg,Lichtenrade,52.39095,13.39185,Entire home/apt,No,151.0,0.0,5.0,326,True
231220,Charlottenburg-Wilm.,Westend,52.51167,13.2852,Entire home/apt,No,28.0,54.8,4.7,139,True
233083,Charlottenburg-Wilm.,Neue Kantstraße,52.50587,13.29551,Entire home/apt,Yes,,0.0,4.95,265,False
237670,Neukölln,Buckow Nord,52.44127,13.46116,Entire home/apt,Yes,55.0,58.6,4.85,280,True
238396,Pankow,Prenzlauer Berg Südwest,52.53218,13.41571,Entire home/apt,Yes,123.0,69.9,4.83,154,True
242794,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51367,13.45527,Entire home/apt,Yes,146.0,13.7,4.77,298,True
242908,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41643,13.16445,Entire home/apt,No,89.0,6.8,5.0,243,True
242927,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41618,13.16461,Entire home/apt,No,85.0,0.0,3.0,264,True
242978,Mitte,Moabit West,52.52826,13.33044,Entire home/apt,Yes,89.0,69.9,4.68,76,True
243057,Mitte,Moabit West,52.53094,13.33453,Entire home/apt,No,179.0,3.6,4.78,252,True
243063,Mitte,Alexanderplatz,52.52779,13.39108,Entire home/apt,Yes,,69.9,4.67,174,False
243081,Mitte,Brunnenstr. Süd,52.52983,13.39275,Entire home/apt,Yes,140.0,69.9,4.72,191,True
243238,Treptow - Köpenick,Johannisthal,52.44612,13.49829,Entire home/apt,Yes,77.0,69.9,4.62,333,True
245744,Mitte,Regierungsviertel,52.52024,13.3907,Entire home/apt,Yes,276.0,31.0,4.55,282,True
245827,Mitte,Regierungsviertel,52.50974,13.39971,Entire home/apt,No,140.0,0.0,4.53,362,True
249419,Pankow,Helmholtzplatz,52.54339,13.42615,Entire home/apt,No,92.0,34.5,4.82,127,True
250007,Tempelhof - Schöneberg,Schöneberg-Nord,52.49512,13.35251,Entire home/apt,Yes,72.0,69.9,4.83,209,True
250253,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51792,13.30729,Entire home/apt,No,127.0,69.0,4.44,137,True
250687,Tempelhof - Schöneberg,Schöneberg-Süd,52.48471,13.35982,Entire home/apt,Yes,80.0,58.6,4.87,19,True
250704,Tempelhof - Schöneberg,Marienfelde,52.42191,13.37495,Entire home/apt,No,71.0,41.4,4.95,335,True
250707,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51792,13.30729,Entire home/apt,No,111.0,20.8,4.5,148,True
250729,Tempelhof - Schöneberg,Friedenau,52.47013,13.34851,Entire home/apt,No,112.0,31.0,4.53,140,True
250753,Mitte,Tiergarten Süd,52.49953,13.36546,Entire home/apt,No,127.0,65.5,4.64,114,True
250871,Tempelhof - Schöneberg,Schöneberg-Süd,52.48538,13.34681,Entire home/apt,No,82.0,13.7,4.55,359,True
251398,Spandau,Heerstraße Nord,52.51432,13.17765,Private room,No,,0.0,4.83,0,False
251406,Mitte,Brunnenstr. Süd,52.53703,13.39735,Entire home/apt,No,136.0,0.0,4.68,0,True
251423,Mitte,Brunnenstr. Nord,52.53867,13.39712,Entire home/apt,No,127.0,34.5,4.56,63,True
251486,Mitte,Brunnenstr. Süd,52.53667,13.39505,Entire home/apt,No,104.0,69.0,4.85,58,True
251493,Mitte,Brunnenstr. Nord,52.53881,13.39654,Entire home/apt,No,127.0,38.1,4.77,70,True
251984,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5008,13.38847,Private room,No,89.0,3.6,4.92,66,True
252967,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51182,13.47093,Private room,No,,0.0,4.56,0,False
252993,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51182,13.47093,Private room,No,,0.0,4.6,0,False
254788,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49738,13.41322,Entire home/apt,No,55.0,69.9,4.34,266,True
255557,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50786,13.46703,Entire home/apt,Yes,81.0,69.9,4.66,197,True
255722,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49707,13.3849,Entire home/apt,Yes,68.0,69.0,4.59,193,True
255842,Mitte,Moabit Ost,52.51625,13.34267,Entire home/apt,No,,51.0,4.83,182,False
257373,Pankow,Prenzlauer Berg Südwest,52.53949,13.41615,Entire home/apt,Yes,135.0,69.9,4.81,248,True
264459,Pankow,Prenzlauer Berg Südwest,52.53237,13.41548,Entire home/apt,Yes,137.0,69.9,4.86,150,True
265354,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Private room,No,148.0,69.9,4.43,343,True
265389,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Private room,No,77.0,17.3,3.59,240,True
265394,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Private room,No,112.0,69.9,4.27,352,True
265402,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Shared room,No,18.0,69.9,4.36,337,True
265408,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Shared room,No,20.0,69.9,4.3,358,True
266086,Treptow - Köpenick,Baumschulenweg,52.44987,13.48777,Entire home/apt,No,105.0,55.3,4.73,242,True
267764,Mitte,Brunnenstr. Süd,52.53646,13.39858,Entire home/apt,No,157.0,13.7,4.92,6,True
267951,Pankow,Helmholtzplatz,52.54424,13.42139,Entire home/apt,Yes,108.0,69.9,4.96,51,True
268974,Neukölln,Rudow,52.41975,13.48541,Entire home/apt,No,90.0,34.5,4.98,275,True
269455,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49667,13.40044,Entire home/apt,No,,0.0,4.0,0,False
273011,Charlottenburg-Wilm.,Halensee,52.49614,13.29501,Entire home/apt,Yes,144.0,17.3,4.85,254,True
278415,Mitte,Moabit Ost,52.52032,13.35131,Entire home/apt,No,,0.0,4.7,0,False
301773,Pankow,Prenzlauer Berg Süd,52.53373,13.42435,Entire home/apt,No,,0.0,4.78,88,False
302167,Pankow,Prenzlauer Berg Süd,52.53538,13.4296,Entire home/apt,No,74.0,0.0,4.79,0,True
303097,Pankow,Prenzlauer Berg Süd,52.52987,13.4268,Private room,Yes,68.0,17.3,4.91,335,True
304904,Pankow,Prenzlauer Berg Nordwest,52.55381,13.40553,Private room,No,35.0,13.7,4.95,93,True
306312,Pankow,Prenzlauer Berg Südwest,52.53961,13.41951,Entire home/apt,Yes,172.0,69.9,4.87,221,True
311703,Tempelhof - Schöneberg,Schöneberg-Nord,52.496707916259766,13.356289863586426,Entire home/apt,Yes,306.0,69.9,4.86,281,True
320279,Mitte,Brunnenstr. Süd,52.53164,13.40554,Entire home/apt,Yes,144.0,41.4,4.84,67,True
320305,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5181,13.43261,Private room,No,,0.0,4.64,0,False
321295,Tempelhof - Schöneberg,Friedenau,52.46353,13.34404,Entire home/apt,No,50.0,69.9,4.75,229,True
321308,Tempelhof - Schöneberg,Friedenau,52.46411,13.34383,Entire home/apt,No,60.0,51.8,4.78,245,True
321378,Mitte,Brunnenstr. Süd,52.53392,13.40503,Entire home/apt,No,161.0,69.9,4.58,306,True
322463,Pankow,Prenzlauer Berg Nord,52.54094,13.43602,Entire home/apt,Yes,140.0,69.9,4.64,342,True
322520,Pankow,Prenzlauer Berg Nord,52.5429,13.43628,Entire home/apt,Yes,146.0,69.9,4.66,335,True
323243,Neukölln,Neuköllner Mitte/Zentrum,52.48348,13.42909,Private room,No,,69.9,4.5,0,False
323255,Neukölln,Neuköllner Mitte/Zentrum,52.48348,13.42909,Private room,No,,69.9,4.39,0,False
323259,Neukölln,Neuköllner Mitte/Zentrum,52.48348,13.42909,Private room,No,62.0,69.9,4.37,6,True
335273,Pankow,Prenzlauer Berg Südwest,52.5376,13.41004,Entire home/apt,No,60.0,0.0,4.8,266,True
341910,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49885,13.40021,Entire home/apt,Yes,85.0,69.9,4.5,323,True
344856,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5135,13.45802,Entire home/apt,Yes,84.0,69.9,4.92,295,True
344986,Pankow,Prenzlauer Berg Südwest,52.53754,13.41968,Private room,Yes,91.0,69.9,4.96,7,True
345373,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51837,13.31841,Entire home/apt,No,62.0,50.4,4.0,219,True
351247,Mitte,Brunnenstr. Nord,52.53936,13.39824,Entire home/apt,No,,0.0,4.92,0,False
352998,Charlottenburg-Wilm.,Neue Kantstraße,52.50623,13.30163,Private room,Yes,30.0,69.9,4.91,292,True
355227,Mitte,Moabit Ost,52.52332,13.35737,Entire home/apt,No,56.0,0.0,0.0,358,True
355494,Pankow,Blankenburg/Heinersdorf/Märchenland,52.57917,13.44359,Entire home/apt,Yes,59.0,31.0,4.45,282,True
362701,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5028,13.4374,Entire home/apt,Yes,116.0,69.9,4.92,310,True
362874,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49211,13.42255,Entire home/apt,No,,0.0,5.0,0,False
363454,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49356460571289,13.412236213684082,Entire home/apt,Yes,120.0,69.9,4.88,282,True
387607,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5088,13.4558,Entire home/apt,No,,0.0,4.63,0,False
393598,Neukölln,Rixdorf,52.48184,13.44061,Entire home/apt,No,,0.0,4.8,0,False
395063,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51586,13.46388,Private room,Yes,,27.7,4.91,2,False
398011,Pankow,Prenzlauer Berg Ost,52.53645,13.44103,Entire home/apt,No,,0.0,4.67,0,False
402826,Mitte,Regierungsviertel,52.51133,13.3951,Entire home/apt,No,172.0,20.8,4.94,76,True
408756,Pankow,Prenzlauer Berg Südwest,52.53916,13.41008,Entire home/apt,Yes,100.0,69.9,4.85,0,True
415218,Mitte,Brunnenstr. Nord,52.54167,13.37285,Entire home/apt,No,49.0,0.0,4.55,276,True
421236,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.43663,13.21023,Entire home/apt,Yes,85.0,13.7,4.76,300,True
425411,Mitte,Brunnenstr. Süd,52.52971,13.38907,Entire home/apt,Yes,105.0,69.9,4.85,221,True
425487,Mitte,Brunnenstr. Süd,52.52961,13.38904,Entire home/apt,Yes,115.0,69.9,4.84,171,True
432210,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49889,13.43425,Entire home/apt,No,,0.0,4.58,0,False
439631,Pankow,Prenzlauer Berg Süd,52.53606,13.42828,Entire home/apt,No,,0.0,4.72,0,False
446975,Pankow,Helmholtzplatz,52.54116,13.41449,Entire home/apt,Yes,65.0,69.0,4.91,21,True
453070,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48845,13.39543,Private room,No,,0.0,5.0,0,False
456902,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49257,13.41091,Entire home/apt,Yes,95.0,69.9,4.91,209,True
464324,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48946,13.37568,Private room,No,,0.0,4.94,0,False
488161,Neukölln,Schillerpromenade,52.47919,13.42538,Entire home/apt,No,101.0,69.9,4.77,307,True
493539,Mitte,Alexanderplatz,52.5151,13.41369,Entire home/apt,No,125.0,0.0,4.81,365,True
496570,Mitte,Brunnenstr. Süd,52.53593,13.38122,Entire home/apt,No,,17.3,4.57,0,False
499342,Mitte,Brunnenstr. Süd,52.53609819909791,13.37822039816644,Entire home/apt,Yes,65.0,69.9,4.75,278,True
499353,Mitte,Brunnenstr. Süd,52.53608,13.37843,Entire home/apt,Yes,65.0,50.4,4.83,297,True
502598,Mitte,Brunnenstr. Süd,52.53325,13.40217,Entire home/apt,No,86.0,0.0,5.0,0,True
504259,Pankow,Helmholtzplatz,52.54407,13.42201,Entire home/apt,Yes,373.0,69.9,4.93,309,True
511935,Tempelhof - Schöneberg,Schöneberg-Süd,52.48916,13.35058,Entire home/apt,No,259.0,10.4,4.96,332,True
512476,Tempelhof - Schöneberg,Tempelhof,52.4568,13.38698,Entire home/apt,Yes,84.0,69.9,4.69,41,True
519671,Pankow,Prenzlauer Berg Nordwest,52.54797,13.40576,Entire home/apt,No,,0.0,4.44,0,False
523052,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.43286,13.70843,Entire home/apt,No,211.0,0.0,4.95,321,True
533523,Tempelhof - Schöneberg,Schöneberg-Süd,52.48207,13.36099,Entire home/apt,Yes,89.0,69.9,4.87,310,True
533864,Mitte,Alexanderplatz,52.50561957139374,13.42042823702963,Entire home/apt,Yes,136.0,69.9,4.91,234,True
541569,Pankow,Prenzlauer Berg Nordwest,52.5475,13.40002,Entire home/apt,No,87.0,69.9,4.72,195,True
542674,Tempelhof - Schöneberg,Schöneberg-Nord,52.49081,13.34785,Private room,No,51.0,6.8,4.87,38,True
545037,Charlottenburg-Wilm.,Neue Kantstraße,52.50585,13.29594,Entire home/apt,Yes,,0.0,5.0,83,False
573259,Mitte,Moabit West,52.52358,13.34047,Private room,No,,3.6,4.73,0,False
578612,Neukölln,Schillerpromenade,52.46689,13.42325,Entire home/apt,No,,0.0,4.94,0,False
578821,Tempelhof - Schöneberg,Schöneberg-Nord,52.49751663208008,13.349440574645996,Entire home/apt,No,31.0,69.9,4.51,84,True
580667,Tempelhof - Schöneberg,Tempelhof,52.45767,13.37887,Entire home/apt,Yes,77.0,69.9,4.75,313,True
583916,Neukölln,Rudow,52.41305,13.47963,Entire home/apt,No,60.0,41.4,4.52,314,True
584757,Pankow,Prenzlauer Berg Nordwest,52.55438,13.40816,Private room,No,,0.0,4.78,365,False
589169,Pankow,Prenzlauer Berg Süd,52.53229904174805,13.426223754882812,Entire home/apt,Yes,198.0,41.4,4.89,34,True
589285,Neukölln,Rixdorf,52.48623,13.44967,Entire home/apt,No,37.0,0.0,4.74,31,True
590200,Neukölln,Rudow,52.41335,13.47975,Entire home/apt,No,65.0,24.1,4.63,322,True
594032,Charlottenburg-Wilm.,Halensee,52.49739,13.30231,Entire home/apt,Yes,112.0,53.7,4.63,51,True
597413,Reinickendorf,Ost 2,52.57379,13.35485,Private room,No,29.0,69.9,4.67,119,True
598982,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49615,13.43335,Entire home/apt,No,135.0,16.4,4.85,325,True
604068,Mitte,Parkviertel,52.5461,13.35043,Entire home/apt,No,,0.0,5.0,0,False
606926,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52302,13.45452,Entire home/apt,Yes,124.0,38.1,4.73,65,True
619936,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50091,13.4641,Private room,Yes,,58.6,4.89,0,False
620013,Charlottenburg-Wilm.,Neue Kantstraße,52.50081,13.30127,Entire home/apt,No,77.0,0.0,4.76,146,True
626620,Reinickendorf,Ost 2,52.57196,13.35589,Private room,No,,0.0,4.68,0,False
633372,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49765119267812,13.428157359714586,Private room,Yes,49.0,54.8,4.72,83,True
642955,Mitte,Alexanderplatz,52.52819,13.39641,Entire home/apt,Yes,101.0,69.9,4.91,13,True
647944,Pankow,Prenzlauer Berg Nordwest,52.55167,13.40318,Entire home/apt,No,,0.0,5.0,0,False
653677,Neukölln,Reuterstraße,52.49065728348974,13.435687320686636,Entire home/apt,No,,10.4,4.74,0,False
667849,Tempelhof - Schöneberg,Schöneberg-Süd,52.48512,13.3558,Entire home/apt,No,51.0,69.9,4.67,147,True
667899,Neukölln,Reuterstraße,52.48254,13.43939,Private room,No,,0.0,4.8,0,False
671958,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48955,13.32265,Private room,Yes,83.0,69.9,4.77,87,True
680999,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49318,13.43811,Entire home/apt,No,70.0,24.1,4.83,31,True
681132,Mitte,Moabit Ost,52.53088,13.35107,Entire home/apt,No,57.0,48.2,4.57,208,True
681420,Pankow,Schönholz/Wilhelmsruh/Rosenthal,52.59767,13.37674,Entire home/apt,No,,0.0,,0,False
682637,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48875,13.3952,Entire home/apt,No,,0.0,5.0,0,False
685944,Mitte,Tiergarten Süd,52.50244,13.36344,Entire home/apt,Yes,160.0,69.9,4.79,206,True
687582,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49798,13.39973,Entire home/apt,No,96.0,0.0,4.61,34,True
691469,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49485,13.43586,Entire home/apt,Yes,281.0,13.7,4.86,30,True
693357,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48749,13.41877,Entire home/apt,No,45.0,69.9,4.75,286,True
694871,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51442,13.45243,Entire home/apt,Yes,360.0,34.5,4.94,74,True
696372,Lichtenberg,Alt-Hohenschönhausen Nord,52.5618,13.49399,Private room,Yes,50.0,62.2,4.7,313,True
698727,Steglitz - Zehlendorf,Albrechtstr.,52.45308,13.35351,Entire home/apt,Yes,217.0,55.3,4.9,309,True
700806,Tempelhof - Schöneberg,Schöneberg-Nord,52.49211,13.36937,Private room,Yes,63.0,41.4,4.88,350,True
701909,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51279,13.44946,Entire home/apt,No,167.0,3.6,4.93,64,True
703748,Neukölln,Neuköllner Mitte/Zentrum,52.46996,13.43379,Entire home/apt,No,,0.0,4.78,0,False
703900,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48981,13.4216,Private room,Yes,65.0,51.8,4.88,170,True
706237,Pankow,Prenzlauer Berg Nordwest,52.55474,13.41318,Entire home/apt,Yes,140.0,69.0,4.95,236,True
714312,Neukölln,Gropiusstadt,52.43166,13.4549,Entire home/apt,No,40.0,0.0,4.65,207,True
715728,Mitte,Alexanderplatz,52.52907,13.3966,Private room,No,,0.0,4.72,365,False
722871,Pankow,Prenzlauer Berg Nord,52.55073,13.42311,Entire home/apt,Yes,,0.0,4.76,0,False
728981,Pankow,Prenzlauer Berg Südwest,52.53724,13.41958,Entire home/apt,No,,0.0,4.93,0,False
731285,Pankow,Prenzlauer Berg Südwest,52.53533,13.41739,Private room,Yes,51.0,69.9,4.86,161,True
742211,Tempelhof - Schöneberg,Schöneberg-Nord,52.49686,13.33922,Entire home/apt,No,225.0,65.5,4.87,53,True
743889,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.49932,13.42063,Entire home/apt,No,,0.0,4.84,0,False
744264,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49068,13.40485,Entire home/apt,Yes,112.0,69.9,4.58,290,True
749508,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49299,13.39633,Entire home/apt,No,65.0,50.4,4.76,263,True
